index,age,birth_country_code,birth_country_name,birth_date,birth_day,contract_expires,current_team_color,current_team_logo,current_team_name,domestic_competition_name,foot,full_name,goals,goals_tagged,height,id,image,market_value,minutes_on_field,name,on_loan,passport_country_codes,passport_country_names,positions,primary_position,primary_position_percent,secondary_position,secondary_position_percent,third_position,third_position_percent,total_matches,weight,xg_shot
17,21,MEX,Mexico,1998-02-07,1998-02-07,2020-05-31,000000,https://cdn5.wyscout.com/photos/team/public/464_120x120.png,Guadalajara,Liga MX,left,Alejandro Zendejas Saavedra,0,0,165,363115,https://cdn5.wyscout.com/photos/players/public/g363115_100x130.png,800000,215,A. Zendejas,False,['MEX'],['Mexico'],"['LW', 'LWF', 'LCMF3']",LW,60,LWF,21,LCMF3,15,4,66,0.02
18,33,MEX,Mexico,1986-02-05,1986-02-05,,,,,,right,Gerardo Flores Zúñiga,1,1,181,15298,https://cdn5.wyscout.com/photos/players/public/8175_100x130.png,800000,280,G. Flores,False,['MEX'],['Mexico'],['RB'],RB,97,,0,,0,4,74,0.24
19,26,MEX,Mexico,1992-11-30,1992-11-30,,,,,,right,Amaury Gabriel Escoto Ruiz,0,0,180,188489,https://cdn5.wyscout.com/photos/players/public/69010_100x130.png,800000,199,A. Escoto,False,['MEX'],['Mexico'],['CF'],CF,100,,0,,0,7,70,0.78
20,27,MEX,Mexico,1991-09-27,1991-09-27,,0000FF,https://cdn5.wyscout.com/photos/team/public/907_120x120.png,Atlante,Ascenso MX,,Irving Mauro Zurita García,0,0,175,253124,https://cdn5.wyscout.com/photos/players/public/g253124_100x130.png,800000,1194,I. Zurita,False,['MEX'],['Mexico'],['LB'],LB,100,,0,,0,13,75,0.13
21,28,HND,Honduras,1990-09-09,1990-09-09,2020-06-30,000000,https://cdn5.wyscout.com/photos/team/public/3289_120x120.png,Lobos BUAP,,right,Félix Joan Crisanto Velásquez,0,0,175,186120,https://cdn5.wyscout.com/photos/players/public/g186120_100x130.png,800000,2097,F. Crisanto,False,['HND'],['Honduras'],['RB'],RB,100,,0,,0,24,69,0.02
22,31,COL,Colombia,1988-03-05,1988-03-05,2020-06-30,000000,https://cdn5.wyscout.com/photos/team/public/1095_120x120.png,Aldosivi,Superliga,right,Hernán Darío Burbano,0,0,168,169811,https://cdn5.wyscout.com/photos/players/public/67742_100x130.png,800000,741,H. Burbano,False,"['COL', 'MEX']","['Colombia', 'Mexico']",['LW'],LW,93,,0,,0,12,63,0.51
23,31,USA,USA,1987-10-29,1987-10-29,,,,,,left,José Francisco Torres Mezzell,0,0,175,14359,https://cdn5.wyscout.com/photos/players/public/7315_100x130.png,800000,527,J. Torres,False,"['USA', 'MEX']","['USA', 'Mexico']","['LCMF3', 'LCMF']",LCMF3,74,LCMF,25,,0,9,71,0.1
24,34,CHL,Chile,1984-08-10,1984-08-10,2020-06-30,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,right,Osvaldo Alexis González Sepúlveda,2,2,182,21727,https://cdn5.wyscout.com/photos/players/public/23428_100x130.png,800000,2475,O. González,False,['CHL'],['Chile'],['RCB'],RCB,72,,0,,0,27,78,1.85
25,31,MEX,Mexico,1988-01-19,1988-01-19,2021-06-30,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,right,Francisco Javier Acuña Víctor,1,1,167,42179,https://cdn5.wyscout.com/photos/players/public/32302_100x130.png,800000,871,F. Acuña,False,['MEX'],['Mexico'],"['RW', 'CF', 'RWF']",RW,22,CF,21,RWF,20,19,61,1.04
26,33,MEX,Mexico,1985-10-08,1985-10-08,,ff0000,https://cdn5.wyscout.com/photos/team/public/526_120x120.png,Atlas,Liga MX,left,Daniel Arreola Argüello,4,4,181,44004,https://cdn5.wyscout.com/photos/players/public/24262_100x130.png,800000,2597,D. Arreola,False,['MEX'],['Mexico'],"['LCB', 'LCB3']",LCB,52,LCB3,46,,0,29,73,2.71
27,33,HND,Honduras,1985-11-28,1985-11-28,,,,,,right,Brayan Antonio Beckeles,0,0,186,43811,https://cdn5.wyscout.com/photos/players/public/70021_100x130.png,800000,1855,B. Beckeles,False,['HND'],['Honduras'],"['RB', 'RB5']",RB,86,RB5,10,,0,24,80,0.23
28,20,CHL,Chile,1999-04-07,1999-04-07,,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,right,Marcelo Ivan Allende Bravo,0,0,168,425341,https://cdn5.wyscout.com/photos/players/public/g425341_100x130.png,800000,484,M. Allende,False,['CHL'],['Chile'],"['RW', 'LW', 'LAMF']",RW,30,LW,23,LAMF,23,8,60,0.56
29,32,MEX,Mexico,1987-02-22,1987-02-22,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,José Joaquín Martínez Valadez,0,0,174,17180,https://cdn5.wyscout.com/photos/players/public/24242_100x130.png,800000,1435,J. Martínez,False,['MEX'],['Mexico'],['RB'],RB,93,,0,,0,17,66,0.01
0,29,MEX,Mexico,1990-06-03,1990-06-03,2020-05-31,000000,https://cdn5.wyscout.com/photos/team/public/g23674_120x120.png,Club Atlético Zacatepec,Ascenso MX,left,Erbín Alejandro Trejo Macías,0,0,170,85653,https://cdn5.wyscout.com/photos/players/public/42096_100x130.png,800000,576,E. Trejo,False,['MEX'],['Mexico'],"['LCMF3', 'LCMF', 'AMF']",LCMF3,34,LCMF,21,AMF,15,18,67,0.11
1,28,COL,Colombia,1991-03-23,1991-03-23,,0000FF,https://cdn5.wyscout.com/photos/team/public/466_120x120.png,Millonarios,Primera A,right,Juan David Pérez Benítez,0,0,178,229044,https://cdn5.wyscout.com/photos/players/public/g229044_100x130.png,800000,151,J. Pérez,True,['COL'],['Colombia'],"['LW', 'RW']",LW,79,RW,12,,0,4,75,0.15
2,27,VEN,Venezuela,1992-04-09,1992-04-09,2021-06-30,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Fernando Luis Aristeguieta de Luca,0,0,187,90005,https://cdn5.wyscout.com/photos/players/public/42563_100x130.png,800000,144,F. Aristeguieta,False,['VEN'],['Venezuela'],['CF'],CF,100,,0,,0,2,82,0.81
3,24,MEX,Mexico,1995-05-11,1995-05-11,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Diego Chávez Collins,5,5,182,306482,https://cdn5.wyscout.com/photos/players/public/g306482_100x130.png,800000,2032,D. Chávez,False,['MEX'],['Mexico'],"['CF', 'AMF', 'LAMF']",CF,29,AMF,25,LAMF,17,33,70,5.11
4,26,MEX,Mexico,1993-01-22,1993-01-22,,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,left,Jesús Alonso Escoboza Lugo,1,1,169,196708,https://cdn5.wyscout.com/photos/players/public/72271_100x130.png,800000,192,J. Escoboza,False,['MEX'],['Mexico'],"['LB5', 'LW', 'RW']",LB5,45,LW,27,RW,21,2,70,0.29
5,21,CIV,Côte d'Ivoire,1998-04-01,1998-04-01,2021-12-31,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,right,Aké Arnaud Loba,3,3,180,485791,https://cdn5.wyscout.com/photos/players/public/g485791_100x130.png,800000,1151,A. Loba,False,['CIV'],"[""Côte d'Ivoire""]",['CF'],CF,81,,0,,0,19,78,5.01
6,26,URY,Uruguay,1992-08-16,1992-08-16,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Sebastián Javier Rodríguez Iriarte,0,0,181,103083,https://cdn5.wyscout.com/photos/players/public/36984_100x130.png,800000,1392,S. Rodríguez,False,['URY'],['Uruguay'],"['LCMF', 'LCMF3', 'LDMF']",LCMF,43,LCMF3,18,LDMF,17,16,76,0.67
7,20,MEX,Mexico,1998-11-13,1998-11-13,,ff0000,https://cdn5.wyscout.com/photos/team/public/526_120x120.png,Atlas,Liga MX,left,Ulises Israel Cardona Carrillo,1,1,177,506221,https://cdn5.wyscout.com/photos/players/public/g506221_100x130.png,800000,1139,U. Cardona,False,['MEX'],['Mexico'],"['LW', 'LAMF', 'RW']",LW,31,LAMF,17,RW,13,17,67,0.6
8,23,MEX,Mexico,1996-02-24,1996-02-24,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Jorge Alfredo Valadéz Callente,0,0,179,372593,https://cdn5.wyscout.com/photos/players/public/g372593_100x130.png,800000,1212,J. Valadéz,False,['MEX'],['Mexico'],"['LCB', 'RCB']",LCB,59,RCB,37,,0,16,76,0.0
9,19,MEX,Mexico,1999-08-04,1999-08-04,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Roberto Ismael Meraz Bernal,0,0,179,460118,https://cdn5.wyscout.com/photos/players/public/g460118_100x130.png,800000,795,R. Meraz,False,['MEX'],['Mexico'],"['LCMF', 'RW', 'RCMF']",LCMF,36,RW,21,RCMF,10,17,78,0.35
10,27,MEX,Mexico,1991-11-12,1991-11-12,2020-05-31,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,right,Fernando Madrigal González,0,0,176,302129,https://cdn5.wyscout.com/photos/players/public/g302129_100x130.png,800000,0,F. Madrigal,False,['MEX'],['Mexico'],[],,0,,0,,0,0,70,0.0
11,32,URY,Uruguay,1987-02-07,1987-02-07,,008f00,https://cdn5.wyscout.com/photos/team/public/g33716_120x120.png,FC Juárez,Liga MX,left,Jonathan Leonardo Lacerda Araújo,0,0,190,24235,https://cdn5.wyscout.com/photos/players/public/24146_100x130.png,800000,130,J. Lacerda,False,['URY'],['Uruguay'],['LCB'],LCB,100,,0,,0,2,80,0.24
12,29,MEX,Mexico,1989-08-13,1989-08-13,,000000,https://cdn5.wyscout.com/photos/team/public/925_120x120.png,Tigres UANL,Liga MX,right,Israel Sabdi Jiménez Nañez,0,0,174,55741,https://cdn5.wyscout.com/photos/players/public/24432_100x130.png,800000,356,I. Jiménez,False,['MEX'],['Mexico'],"['RB', 'RWB', 'LCMF']",RB,40,RWB,23,LCMF,22,5,66,0.02
13,22,ECU,Ecuador,1997-01-11,1997-01-11,2023-12-31,000000,https://cdn5.wyscout.com/photos/team/public/879_120x120.png,Barcelona,Primera A,right,Felix Eduardo Torres Caicedo,0,0,187,445270,https://cdn5.wyscout.com/photos/players/public/g445270_100x130.png,800000,0,F. Torres,False,['ECU'],['Ecuador'],[],,0,,0,,0,0,0,0.0
14,25,MEX,Mexico,1994-02-05,1994-02-05,,000000,https://cdn5.wyscout.com/photos/team/public/g5104_120x120.png,Coras,,right,Antonio Briseño Vázquez,1,1,185,193392,https://cdn5.wyscout.com/photos/players/public/70509_100x130.png,800000,101,A. Briseño,False,['MEX'],['Mexico'],['CB'],CB,100,,0,,0,1,75,0.08
15,31,MEX,Mexico,1988-07-25,1988-07-25,2020-05-31,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,right,Eduardo Herrera Aguirre,3,3,188,43996,https://cdn5.wyscout.com/photos/players/public/72266_100x130.png,800000,1258,E. Herrera,False,['MEX'],['Mexico'],['CF'],CF,99,,0,,0,20,85,4.64
16,25,MEX,Mexico,1994-02-21,1994-02-21,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,right,Kevin Rafael Escamilla Moreno,1,1,177,193395,https://cdn5.wyscout.com/photos/players/public/70511_100x130.png,800000,1657,K. Escamilla,False,['MEX'],['Mexico'],"['RCMF', 'LCMF', 'DMF']",RCMF,57,LCMF,19,DMF,10,26,78,0.82
17,23,ARG,Argentina,1995-10-27,1995-10-27,,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,left,Rodrigo Nicolás Contreras,3,3,184,278492,https://cdn5.wyscout.com/photos/players/public/g278492_100x130.png,800000,933,R. Contreras,False,['ARG'],['Argentina'],['CF'],CF,88,,0,,0,17,84,2.05
18,25,MEX,Mexico,1994-07-22,1994-07-22,,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,right,Daniel Álvarez López,2,2,176,355323,https://cdn5.wyscout.com/photos/players/public/g355323_100x130.png,800000,1004,D. Álvarez,False,['MEX'],['Mexico'],"['LW', 'RW', 'RAMF']",LW,34,RW,33,RAMF,11,16,74,1.15
19,22,MEX,Mexico,1997-02-20,1997-02-20,2020-05-31,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,left,Jesús Ricardo Angulo Uriarte,1,1,170,432466,https://cdn5.wyscout.com/photos/players/public/g432466_100x130.png,800000,1401,J. Angulo,False,['MEX'],['Mexico'],"['LW', 'LAMF']",LW,47,LAMF,33,,0,27,59,2.9
20,30,MEX,Mexico,1988-10-13,1988-10-13,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Enrique Pérez Herrera,0,0,178,41994,https://cdn5.wyscout.com/photos/players/public/35636_100x130.png,700000,274,E. Pérez,False,['MEX'],['Mexico'],"['RCB', 'RB']",RCB,62,RB,34,,0,4,79,0.0
21,27,COL,Colombia,1992-01-18,1992-01-18,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,left,Jefferson Eulises Murillo Aguilar,0,0,171,175875,https://cdn5.wyscout.com/photos/players/public/69404_100x130.png,700000,1222,J. Murillo,False,['COL'],['Colombia'],"['LB', 'LW', 'LAMF']",LB,42,LW,27,LAMF,20,18,66,0.9
22,34,COL,Colombia,1985-07-18,1985-07-18,,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,right,Christian Camilo Marrugo Rodríguez,0,0,177,22707,https://cdn5.wyscout.com/photos/players/public/25038_100x130.png,700000,34,C. Marrugo,False,['COL'],['Colombia'],['LCMF3'],LCMF3,100,,0,,0,1,75,0.0
23,27,MEX,Mexico,1992-03-26,1992-03-26,,000000,https://cdn5.wyscout.com/photos/team/public/3435_120x120.png,Venados,Ascenso MX,left,Carlos Gael Acosta Zavala,1,1,165,253577,https://cdn5.wyscout.com/photos/players/public/g253577_100x130.png,700000,760,G. Acosta,False,['MEX'],['Mexico'],"['LW', 'LWF', 'RWF']",LW,44,LWF,15,RWF,12,15,64,0.76
24,22,COL,Colombia,1996-09-20,1996-09-20,2021-06-30,4da6ff,https://cdn5.wyscout.com/photos/team/public/23_120x120.png,Manchester City,Premier League,right,Marlos Moreno Durán,1,1,173,290500,https://cdn5.wyscout.com/photos/players/public/g290500_100x130.png,700000,508,M. Moreno,False,['COL'],['Colombia'],"['RW', 'LW', 'RAMF']",RW,46,LW,28,RAMF,16,11,66,1.76
25,32,MEX,Mexico,1987-03-27,1987-03-27,,,,,,right,Alejandro Castro Flores,0,0,176,58796,https://cdn5.wyscout.com/photos/players/public/11050_100x130.png,700000,0,A. Castro,False,['MEX'],['Mexico'],[],,0,,0,,0,0,67,0.0
26,26,MEX,Mexico,1993-01-04,1993-01-04,,000000,https://cdn5.wyscout.com/photos/team/public/g23674_120x120.png,Club Atlético Zacatepec,Ascenso MX,left,Emmanuel Giovani Hernández Neri,0,0,173,252985,https://cdn5.wyscout.com/photos/players/public/g252985_100x130.png,700000,0,G. Hernández,True,['MEX'],['Mexico'],[],,0,,0,,0,0,73,0.0
27,29,COL,Colombia,1989-11-30,1989-11-30,2020-01-31,0000FF,https://cdn5.wyscout.com/photos/team/public/3448_120x120.png,Avispa Fukuoka,J2 League,right,Félix Andrés Micolta Micolta,1,1,179,22645,https://cdn5.wyscout.com/photos/players/public/24620_100x130.png,700000,375,F. Micolta,True,['COL'],['Colombia'],"['RAMF', 'RW', 'LWF']",RAMF,26,RW,25,LWF,11,6,72,0.33
28,22,BRA,Brazil,1997-05-26,1997-05-26,,000000,https://cdn5.wyscout.com/photos/team/public/3289_120x120.png,Lobos BUAP,,left,Yago César da Silva,3,3,185,441514,https://cdn5.wyscout.com/photos/players/public/g441514_100x130.png,700000,910,Yago César,False,['BRA'],['Brazil'],"['RWF', 'RW', 'RAMF']",RWF,44,RW,42,RAMF,13,21,74,0.98
29,35,URY,Uruguay,1984-04-06,1984-04-06,,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,left,Nicolás Vikonis Moreau,0,0,187,57186,https://cdn5.wyscout.com/photos/players/public/24097_100x130.png,700000,2882,N. Vikonis,False,"['URY', 'LTU']","['Uruguay', 'Lithuania']",['GK'],GK,100,,0,,0,31,79,0.0
0,23,MEX,Mexico,1996-06-30,1996-06-30,2020-07-31,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,left,Jordi Cortizo de la Piedra,0,0,172,441592,https://cdn5.wyscout.com/photos/players/public/g441592_100x130.png,700000,738,J. Cortizo,False,['MEX'],['Mexico'],"['LW', 'RW']",LW,49,RW,14,,0,21,69,0.4
1,26,MEX,Mexico,1993-06-05,1993-06-05,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,left,Cándido Saúl Ramírez Montes,0,0,172,219633,https://cdn5.wyscout.com/photos/players/public/78579_100x130.png,700000,369,C. Ramírez,True,['MEX'],['Mexico'],"['LW', 'LAMF']",LW,72,LAMF,18,,0,9,67,0.26
2,32,MEX,Mexico,1987-03-27,1987-03-27,,,,,,right,Alejandro Castro Flores,0,0,176,58796,https://cdn5.wyscout.com/photos/players/public/11050_100x130.png,700000,0,A. Castro,False,['MEX'],['Mexico'],[],,0,,0,,0,0,67,0.0
3,26,MEX,Mexico,1993-01-04,1993-01-04,,000000,https://cdn5.wyscout.com/photos/team/public/g23674_120x120.png,Club Atlético Zacatepec,Ascenso MX,left,Emmanuel Giovani Hernández Neri,0,0,173,252985,https://cdn5.wyscout.com/photos/players/public/g252985_100x130.png,700000,0,G. Hernández,True,['MEX'],['Mexico'],[],,0,,0,,0,0,73,0.0
4,32,MEX,Mexico,1987-05-10,1987-05-10,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Rodrigo López Álvarez,0,0,172,6917,https://cdn5.wyscout.com/photos/players/public/67302_100x130.png,700000,441,R. López,False,"['MEX', 'USA']","['Mexico', 'USA']","['AMF', 'LCMF', 'LDMF']",AMF,22,LCMF,21,LDMF,15,7,67,0.48
5,32,XEN,England,1986-08-26,1986-08-26,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Colin Kazim-Richards,8,8,186,4558,https://cdn5.wyscout.com/photos/players/public/7505_100x130.png,700000,1830,C. Kazim-Richards,False,"['XEN', 'TUR']","['England', 'Turkey']",['CF'],CF,82,,0,,0,25,81,7.46
6,32,MEX,Mexico,1987-05-25,1987-05-25,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,José Hibert Alberto Ruiz Vázquez,2,2,180,69116,https://cdn5.wyscout.com/photos/players/public/24304_100x130.png,700000,1202,J. Ruiz,False,['MEX'],['Mexico'],"['LCMF', 'RCMF', 'RDMF']",LCMF,34,RCMF,33,RDMF,13,20,76,1.75
7,37,CHL,Chile,1981-11-03,1981-11-03,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Rodrigo Javier Millar Carvajal,1,1,180,57853,https://cdn5.wyscout.com/photos/players/public/23442_100x130.png,700000,2314,R. Millar,False,"['CHL', 'MEX']","['Chile', 'Mexico']","['RCMF', 'RDMF']",RCMF,58,RDMF,10,,0,32,78,0.93
8,32,ARG,Argentina,1986-10-14,1986-10-14,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Emanuel Sebastián Loeschbor,0,0,182,116415,https://cdn5.wyscout.com/photos/players/public/26241_100x130.png,700000,1237,E. Loeschbor,False,"['ARG', 'MEX']","['Argentina', 'Mexico']",['LCB'],LCB,87,,0,,0,13,74,0.4
9,29,ARG,Argentina,1990-07-04,1990-07-04,,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,right,Joaquín Laso,0,0,187,297707,https://cdn5.wyscout.com/photos/players/public/g297707_100x130.png,700000,95,J. Laso,False,['ARG'],['Argentina'],"['RCB', 'RCB3']",RCB,73,RCB3,26,,0,1,75,0.03
10,28,PRY,Paraguay,1991-04-17,1991-04-17,2020-06-30,008f00,https://cdn5.wyscout.com/photos/team/public/g33716_120x120.png,FC Juárez,Liga MX,right,Víctor Gustavo Velázquez Ramos,0,0,180,236422,https://cdn5.wyscout.com/photos/players/public/76681_100x130.png,700000,487,V. Velázquez,False,['PRY'],['Paraguay'],"['RCB', 'RB']",RCB,73,RB,23,,0,6,76,0.03
11,21,MEX,Mexico,1998-01-17,1998-01-17,,000000,https://cdn5.wyscout.com/photos/team/public/464_120x120.png,Guadalajara,Liga MX,right,Alan Jhosué Cervantes Marín del Campo,1,1,174,417751,https://cdn5.wyscout.com/photos/players/public/g417751_100x130.png,700000,707,A. Cervantes,False,['MEX'],['Mexico'],"['RCMF', 'LCMF3', 'RCMF3']",RCMF,33,LCMF3,23,RCMF3,16,10,65,0.49
12,30,MEX,Mexico,1989-03-15,1989-03-15,,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,right,Luis Ernesto Pérez Martínez,1,1,175,97935,https://cdn5.wyscout.com/photos/players/public/30720_100x130.png,700000,366,L. Pérez,False,['MEX'],['Mexico'],"['RCMF', 'RW', 'RDMF']",RCMF,24,RW,22,RDMF,20,8,75,0.55
13,26,CHL,Chile,1993-03-05,1993-03-05,2020-06-30,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,right,Juan Antonio Delgado Baeza,0,0,177,174302,https://cdn5.wyscout.com/photos/players/public/68695_100x130.png,700000,141,J. Delgado,False,['CHL'],['Chile'],['RW'],RW,90,,0,,0,2,72,0.0
14,29,ARG,Argentina,1990-01-31,1990-01-31,,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,right,Rodrigo Javier Noya García,0,0,197,198512,https://cdn5.wyscout.com/photos/players/public/81347_100x130.png,700000,1118,R. Noya,False,['ARG'],['Argentina'],"['RCB', 'RDMF']",RCB,74,RDMF,10,,0,14,86,0.47
15,24,MEX,Mexico,1994-11-19,1994-11-19,,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,right,Ricardo Chávez Soto,0,0,175,333276,https://cdn5.wyscout.com/photos/players/public/g333276_100x130.png,700000,190,R. Chávez,False,['MEX'],['Mexico'],"['RB', 'RCMF']",RB,62,RCMF,37,,0,2,68,0.01
16,23,MEX,Mexico,1995-09-29,1995-09-29,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,right,Pablo Jáquez Isunza,0,0,181,372675,https://cdn5.wyscout.com/photos/players/public/g372675_100x130.png,700000,1860,P. Jaquez,False,['MEX'],['Mexico'],['RCB'],RCB,94,,0,,0,22,75,0.5
17,24,ECU,Ecuador,1994-09-24,1994-09-24,,0000ff,https://cdn5.wyscout.com/photos/team/public/463_120x120.png,Pachuca,Liga MX,right,Romario Andrés Ibarra Mina,0,0,174,282877,https://cdn5.wyscout.com/photos/players/public/g282877_100x130.png,675000,118,R. Ibarra,True,['ECU'],['Ecuador'],"['RW', 'RWB']",RW,83,RWB,16,,0,2,73,0.39
18,27,BRA,Brazil,1992-02-17,1992-02-17,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Luis Otávio Bonilha de Oliveira,0,0,175,186317,https://cdn5.wyscout.com/photos/players/public/68551_100x130.png,600000,273,Nenê Bonilha,False,['BRA'],['Brazil'],"['LDMF', 'LCMF', 'LCMF3']",LDMF,37,LCMF,17,LCMF3,13,6,69,0.25
19,23,MEX,Mexico,1996-05-06,1996-05-06,,000000,https://cdn5.wyscout.com/photos/team/public/925_120x120.png,Tigres UANL,Liga MX,right,Eduardo Santiago Tercero Méndez,0,0,182,471425,https://cdn5.wyscout.com/photos/players/public/g471425_100x130.png,600000,74,E. Tercero,False,['MEX'],['Mexico'],"['RB', 'RB5', 'RCMF']",RB,62,RB5,25,RCMF,11,3,69,0.09
20,31,MEX,Mexico,1987-08-29,1987-08-29,,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,right,Rodolfo Salinas Ortiz,0,0,175,14594,https://cdn5.wyscout.com/photos/players/public/24426_100x130.png,600000,95,R. Salinas,False,['MEX'],['Mexico'],['RCMF3'],RCMF3,100,,0,,0,1,75,0.0
21,25,MEX,Mexico,1994-06-16,1994-06-16,,000000,https://cdn5.wyscout.com/photos/team/public/g23674_120x120.png,Club Atlético Zacatepec,Ascenso MX,right,Alfonso Emilio Sánchez Castillo,0,0,188,355131,https://cdn5.wyscout.com/photos/players/public/g355131_100x130.png,600000,0,A. Sánchez,True,['MEX'],['Mexico'],[],,0,,0,,0,0,76,0.0
22,30,MEX,Mexico,1989-03-23,1989-03-23,,008000,https://cdn5.wyscout.com/photos/team/public/g24935_120x120.png,Alebrijes de Oaxaca,Ascenso MX,right,César Eduardo Cercado Luna,0,0,169,41924,https://cdn5.wyscout.com/photos/players/public/63941_100x130.png,600000,3,C. Cercado,False,['MEX'],['Mexico'],['RCB'],RCB,100,,0,,0,1,70,0.0
23,23,COL,Colombia,1995-08-16,1995-08-16,,FF0000,https://cdn5.wyscout.com/photos/team/public/914_120x120.png,Medellín,Primera A,left,Deinner Alexander Quiñónez Quiñónez,1,1,171,283632,https://cdn5.wyscout.com/photos/players/public/g283632_100x130.png,600000,383,D. Quiñónez,False,['COL'],['Colombia'],"['AMF', 'RAMF', 'CF']",AMF,34,RAMF,14,CF,12,17,73,0.79
24,22,MEX,Mexico,1997-05-29,1997-05-29,,000000,https://cdn5.wyscout.com/photos/team/public/464_120x120.png,Guadalajara,Liga MX,left,Manuel Alejandro Mayorga Almaráz,0,0,177,474018,https://cdn5.wyscout.com/photos/players/public/g474018_100x130.png,600000,1426,A. Mayorga,False,['MEX'],['Mexico'],['LB'],LB,98,,0,,0,15,69,0.25
25,23,ECU,Ecuador,1995-10-10,1995-10-10,,0000ff,https://cdn5.wyscout.com/photos/team/public/663_120x120.png,Emelec,Primera A,right,Gabriel Jhon Cortéz Casierra,0,0,178,180790,https://cdn5.wyscout.com/photos/players/public/g180790_100x130.png,600000,99,G. Cortéz,False,['ECU'],['Ecuador'],"['AMF', 'LCMF3', 'CF']",AMF,48,LCMF3,17,CF,17,6,70,0.19
26,28,MEX,Mexico,1991-02-10,1991-02-10,,000000,https://cdn5.wyscout.com/photos/team/public/3253_120x120.png,Dorados,Ascenso MX,right,Adolfo Domínguez Gerardo,0,0,183,234519,https://cdn5.wyscout.com/photos/players/public/g234519_100x130.png,600000,244,A. Domínguez,False,['MEX'],['Mexico'],"['RDMF', 'RCMF', 'RCB3']",RDMF,29,RCMF,23,RCB3,19,11,73,0.11
27,22,MEX,Mexico,1997-01-20,1997-01-20,,008000,https://cdn5.wyscout.com/photos/team/public/3282_120x120.png,León,Liga MX,right,José de Jesús Godínez Navarro,0,0,183,482745,https://cdn5.wyscout.com/photos/players/public/g482745_100x130.png,600000,641,J. Godínez,True,['MEX'],['Mexico'],['CF'],CF,95,,0,,0,16,79,1.07
