,year,death_cause,state,death_number,age,adjusted_age
7065,2006,Septicemia,Rhode Island,122,9.48,9.48
7066,2006,Septicemia,South Carolina,602,13.69,13.69
7067,2006,Septicemia,South Dakota,66,7.06,7.06
7068,2006,Septicemia,Tennessee,624,10.1,10.1
7069,2006,Septicemia,Texas,2672,13.9,13.9
7071,2006,Septicemia,Utah,108,5.94,5.94
7072,2006,Septicemia,Vermont,24,3.55,3.55
7073,2006,Septicemia,Virginia,1264,17.7,17.7
7074,2006,Septicemia,Washington,369,5.84,5.84
7075,2006,Septicemia,West Virginia,338,15.28,15.28
7076,2006,Septicemia,Wisconsin,430,6.96,6.96
7077,2006,Septicemia,Wyoming,31,6.09,6.09
7078,2007,Unintentional Injuries,Alabama,2542,53.8,53.8
7079,2007,Unintentional Injuries,Alaska,354,56.35,56.35
7080,2007,Unintentional Injuries,Arizona,3161,51.85,51.85
7081,2007,Unintentional Injuries,Arkansas,1391,47.79,47.79
7082,2007,Unintentional Injuries,California,11614,32.29,32.29
7083,2007,Unintentional Injuries,Colorado,2056,44.79,44.79
7084,2007,Unintentional Injuries,Connecticut,1343,35.4,35.4
7085,2007,Unintentional Injuries,Delaware,309,34.83,34.83
7086,2007,Unintentional Injuries,District of Columbia,193,33.72,33.72
7087,2007,Unintentional Injuries,Florida,9113,46.93,46.93
7088,2007,Unintentional Injuries,Georgia,4012,45.37,45.37
7089,2007,Unintentional Injuries,Hawaii,470,33.43,33.43
7090,2007,Unintentional Injuries,Idaho,641,43.36,43.36
7091,2007,Unintentional Injuries,Illinois,4367,33.9,33.9
7092,2007,Unintentional Injuries,Indiana,2499,38.84,38.84
7093,2007,Unintentional Injuries,Iowa,1252,37.46,37.46
7094,2007,Unintentional Injuries,Kansas,1205,41.4,41.4
7095,2007,Unintentional Injuries,Kentucky,2372,55.57,55.57
7096,2007,Unintentional Injuries,Louisiana,2466,56.84,56.84
7097,2007,Unintentional Injuries,Maine,584,41.59,41.59
7098,2007,Unintentional Injuries,Maryland,1480,26.19,26.19
7099,2007,Unintentional Injuries,Massachusetts,2139,30.99,30.99
7100,2007,Unintentional Injuries,Michigan,3764,36.48,36.48
7101,2007,Unintentional Injuries,Minnesota,2066,37.54,37.54
7102,2007,Unintentional Injuries,Mississippi,1808,62.2,62.2
7103,2007,Unintentional Injuries,Missouri,2975,48.79,48.79
7104,2007,Unintentional Injuries,Montana,614,60.27,60.27
7105,2007,Unintentional Injuries,Nebraska,674,35.81,35.81
7106,2007,Unintentional Injuries,Nevada,1212,48.05,48.05
7107,2007,Unintentional Injuries,New Hampshire,527,38.95,38.95
7108,2007,Unintentional Injuries,New Jersey,2425,26.91,26.91
7109,2007,Unintentional Injuries,New Mexico,1329,67.7,67.7
7110,2007,Unintentional Injuries,New York,5160,25.65,25.65
7111,2007,Unintentional Injuries,North Carolina,4389,48.27,48.27
7112,2007,Unintentional Injuries,North Dakota,279,38.87,38.87
7113,2007,Unintentional Injuries,Ohio,4922,41.29,41.29
7114,2007,Unintentional Injuries,Oklahoma,2149,58.81,58.81
7115,2007,Unintentional Injuries,Oregon,1646,41.79,41.79
7116,2007,Unintentional Injuries,Pennsylvania,5568,40.78,40.78
7117,2007,Unintentional Injuries,Rhode Island,416,34.66,34.66
7118,2007,Unintentional Injuries,South Carolina,2364,53.18,53.18
7119,2007,Unintentional Injuries,South Dakota,366,42.47,42.47
7120,2007,Unintentional Injuries,Tennessee,3257,52.44,52.44
7121,2007,Unintentional Injuries,Texas,9392,42.02,42.02
7123,2007,Unintentional Injuries,Utah,811,35.58,35.58
7124,2007,Unintentional Injuries,Vermont,303,44.93,44.93
7125,2007,Unintentional Injuries,Virginia,2931,38.26,38.26
7126,2007,Unintentional Injuries,Washington,2637,40.2,40.2
7127,2007,Unintentional Injuries,West Virginia,1241,65.84,65.84
7128,2007,Unintentional Injuries,Wisconsin,2619,44.03,44.03
7129,2007,Unintentional Injuries,Wyoming,299,56.46,56.46
7179,2007,Alzheimer's disease,Alabama,1517,32.57,32.57
7180,2007,Alzheimer's disease,Alaska,65,22.44,22.44
7181,2007,Alzheimer's disease,Arizona,2051,34.23,34.23
7182,2007,Alzheimer's disease,Arkansas,824,26.49,26.49
7183,2007,Alzheimer's disease,California,8497,25.63,25.63
7184,2007,Alzheimer's disease,Colorado,1109,28.34,28.34
7185,2007,Alzheimer's disease,Connecticut,764,16.55,16.55
7186,2007,Alzheimer's disease,Delaware,201,22.14,22.14
7187,2007,Alzheimer's disease,District of Columbia,140,24.0,24.0
7188,2007,Alzheimer's disease,Florida,4644,18.69,18.69
7189,2007,Alzheimer's disease,Georgia,1849,27.17,27.17
7190,2007,Alzheimer's disease,Hawaii,247,15.71,15.71
7191,2007,Alzheimer's disease,Idaho,416,29.4,29.4
7192,2007,Alzheimer's disease,Illinois,2734,20.48,20.48
7193,2007,Alzheimer's disease,Indiana,1663,25.08,25.08
7194,2007,Alzheimer's disease,Iowa,1202,28.73,28.73
7195,2007,Alzheimer's disease,Kansas,860,25.83,25.83
7196,2007,Alzheimer's disease,Kentucky,1198,28.72,28.72
7197,2007,Alzheimer's disease,Louisiana,1324,33.28,33.28
7198,2007,Alzheimer's disease,Maine,470,28.14,28.14
7199,2007,Alzheimer's disease,Maryland,881,16.18,16.18
7200,2007,Alzheimer's disease,Massachusetts,1695,21.14,21.14
7201,2007,Alzheimer's disease,Michigan,2432,22.38,22.38
7202,2007,Alzheimer's disease,Minnesota,1179,19.91,19.91
7203,2007,Alzheimer's disease,Mississippi,797,28.94,28.94
7204,2007,Alzheimer's disease,Missouri,1681,25.45,25.45
7205,2007,Alzheimer's disease,Montana,260,22.64,22.64
7206,2007,Alzheimer's disease,Nebraska,512,23.5,23.5
7207,2007,Alzheimer's disease,Nevada,248,13.37,13.37
7208,2007,Alzheimer's disease,New Hampshire,418,29.53,29.53
7209,2007,Alzheimer's disease,New Jersey,1823,18.24,18.24
7210,2007,Alzheimer's disease,New Mexico,322,17.1,17.1
7211,2007,Alzheimer's disease,New York,1999,9.07,9.07
7212,2007,Alzheimer's disease,North Carolina,2460,28.68,28.68
7213,2007,Alzheimer's disease,North Dakota,395,42.04,42.04
7214,2007,Alzheimer's disease,Ohio,3671,27.88,27.88
7215,2007,Alzheimer's disease,Oklahoma,927,24.78,24.78
7216,2007,Alzheimer's disease,Oregon,1200,27.9,27.9
7217,2007,Alzheimer's disease,Pennsylvania,3505,20.34,20.34
7218,2007,Alzheimer's disease,Rhode Island,328,22.2,22.2
7219,2007,Alzheimer's disease,South Carolina,1396,33.57,33.57
7220,2007,Alzheimer's disease,South Dakota,346,32.07,32.07
7221,2007,Alzheimer's disease,Tennessee,2276,38.22,38.22
7222,2007,Alzheimer's disease,Texas,4814,26.77,26.77
7224,2007,Alzheimer's disease,Utah,393,22.13,22.13
7225,2007,Alzheimer's disease,Vermont,205,28.67,28.67
7226,2007,Alzheimer's disease,Virginia,1703,24.39,24.39
7227,2007,Alzheimer's disease,Washington,2689,41.8,41.8
7228,2007,Alzheimer's disease,West Virginia,534,24.15,24.15
7229,2007,Alzheimer's disease,Wisconsin,1658,24.72,24.72
7230,2007,Alzheimer's disease,Wyoming,110,21.95,21.95
7231,2007,Homicide,Alabama,480,10.46,10.46
7232,2007,Homicide,Alaska,50,7.24,7.24
7233,2007,Homicide,Arizona,528,8.47,8.47
7234,2007,Homicide,Arkansas,243,8.75,8.75
7235,2007,Homicide,California,2376,6.32,6.32
7236,2007,Homicide,Colorado,173,3.48,3.48
7237,2007,Homicide,Connecticut,106,3.09,3.09
7238,2007,Homicide,Delaware,48,5.7,5.7
7239,2007,Homicide,District of Columbia,159,23.8,23.8
7240,2007,Homicide,Florida,1324,7.52,7.52
7241,2007,Homicide,Georgia,771,8.1,8.1
7242,2007,Homicide,Hawaii,24,1.8,1.8
7243,2007,Homicide,Idaho,48,3.21,3.21
7244,2007,Homicide,Illinois,863,6.79,6.79
7245,2007,Homicide,Indiana,374,5.89,5.89
7246,2007,Homicide,Iowa,51,1.78,1.78
7247,2007,Homicide,Kansas,115,4.2,4.2
7248,2007,Homicide,Kentucky,213,4.98,4.98
7249,2007,Homicide,Louisiana,627,14.35,14.35
7250,2007,Homicide,Maine,26,2.04,2.04
7251,2007,Homicide,Maryland,573,10.3,10.3
7252,2007,Homicide,Massachusetts,188,2.95,2.95
7253,2007,Homicide,Michigan,704,7.27,7.27
7254,2007,Homicide,Minnesota,120,2.28,2.28
7255,2007,Homicide,Mississippi,286,9.87,9.87
7256,2007,Homicide,Missouri,384,6.6,6.6
7257,2007,Homicide,Montana,24,2.49,2.49
7258,2007,Homicide,Nebraska,71,4.14,4.14
7259,2007,Homicide,Nevada,188,7.17,7.17
7261,2007,Homicide,New Jersey,403,4.84,4.84
7262,2007,Homicide,New Mexico,160,8.19,8.19
7263,2007,Homicide,New York,840,4.4,4.4
7264,2007,Homicide,North Carolina,674,7.42,7.42
7266,2007,Homicide,Ohio,639,5.74,5.74
7267,2007,Homicide,Oklahoma,251,6.89,6.89
7268,2007,Homicide,Oregon,81,2.17,2.17
7269,2007,Homicide,Pennsylvania,750,6.25,6.25
7270,2007,Homicide,Rhode Island,24,2.22,2.22
7271,2007,Homicide,South Carolina,382,8.59,8.59
7273,2007,Homicide,Tennessee,475,7.77,7.77
7274,2007,Homicide,Texas,1495,6.2,6.2
7276,2007,Homicide,Utah,68,2.44,2.44
7278,2007,Homicide,Virginia,420,5.33,5.33
7279,2007,Homicide,Washington,201,3.09,3.09
7280,2007,Homicide,West Virginia,86,4.93,4.93
7281,2007,Homicide,Wisconsin,202,3.64,3.64
7283,2007,Stroke,Alabama,2747,56.91,56.91
7284,2007,Stroke,Alaska,157,47.04,47.04
7285,2007,Stroke,Arizona,2207,35.89,35.89
7286,2007,Stroke,Arkansas,1873,60.12,60.12
7287,2007,Stroke,California,14557,43.72,43.72
7288,2007,Stroke,Colorado,1600,39.51,39.51
7289,2007,Stroke,Connecticut,1463,33.44,33.44
7290,2007,Stroke,Delaware,374,40.38,40.38
7291,2007,Stroke,District of Columbia,220,38.98,38.98
7292,2007,Stroke,Florida,8781,36.46,36.46
7293,2007,Stroke,Georgia,3894,52.04,52.04
7294,2007,Stroke,Hawaii,643,41.94,41.94
7295,2007,Stroke,Idaho,640,44.59,44.59
7296,2007,Stroke,Illinois,5864,44.69,44.69
7297,2007,Stroke,Indiana,3083,46.55,46.55
7298,2007,Stroke,Iowa,1686,42.8,42.8
7299,2007,Stroke,Kansas,1498,46.66,46.66
7300,2007,Stroke,Kentucky,2144,49.76,49.76
7301,2007,Stroke,Louisiana,2147,51.32,51.32
7302,2007,Stroke,Maine,664,40.37,40.37
7303,2007,Stroke,Maryland,2364,42.89,42.89
7304,2007,Stroke,Massachusetts,2832,36.74,36.74
7305,2007,Stroke,Michigan,4798,44.49,44.49
7306,2007,Stroke,Minnesota,2193,38.37,38.37
7307,2007,Stroke,Mississippi,1589,55.66,55.66
7308,2007,Stroke,Missouri,3229,49.43,49.43
7309,2007,Stroke,Montana,443,38.98,38.98
7310,2007,Stroke,Nebraska,921,43.84,43.84
7311,2007,Stroke,Nevada,850,39.81,39.81
7312,2007,Stroke,New Hampshire,489,34.77,34.77
7313,2007,Stroke,New Jersey,3492,35.96,35.96
7314,2007,Stroke,New Mexico,804,41.29,41.29
7315,2007,Stroke,New York,6160,28.82,28.82
7316,2007,Stroke,North Carolina,4530,51.05,51.05
7317,2007,Stroke,North Dakota,330,37.92,37.92
7318,2007,Stroke,Ohio,5905,45.48,45.48
7319,2007,Stroke,Oklahoma,2126,56.24,56.24
7320,2007,Stroke,Oregon,1835,43.74,43.74
7321,2007,Stroke,Pennsylvania,7152,43.43,43.43
7322,2007,Stroke,Rhode Island,457,33.35,33.35
7323,2007,Stroke,South Carolina,2466,55.84,55.84
7324,2007,Stroke,South Dakota,410,40.24,40.24
7325,2007,Stroke,Tennessee,3450,55.93,55.93
7326,2007,Stroke,Texas,9796,51.45,51.45
7328,2007,Stroke,Utah,755,41.34,41.34
7329,2007,Stroke,Vermont,269,37.98,37.98
7330,2007,Stroke,Virginia,3313,45.73,45.73
7331,2007,Stroke,Washington,2692,42.11,42.11
7332,2007,Stroke,West Virginia,1113,49.68,49.68
7333,2007,Stroke,Wisconsin,2738,42.55,42.55
7334,2007,Stroke,Wyoming,209,40.53,40.53
7335,2007,Chronic liver disease and cirrhosis,Alabama,505,9.76,9.76
7336,2007,Chronic liver disease and cirrhosis,Alaska,70,11.37,11.37
7337,2007,Chronic liver disease and cirrhosis,Arizona,752,11.91,11.91
7338,2007,Chronic liver disease and cirrhosis,Arkansas,271,8.52,8.52
7339,2007,Chronic liver disease and cirrhosis,California,4065,11.33,11.33
7340,2007,Chronic liver disease and cirrhosis,Colorado,542,11.04,11.04
7341,2007,Chronic liver disease and cirrhosis,Connecticut,288,7.19,7.19
7342,2007,Chronic liver disease and cirrhosis,Delaware,70,7.38,7.38
7343,2007,Chronic liver disease and cirrhosis,District of Columbia,45,7.73,7.73
7344,2007,Chronic liver disease and cirrhosis,Florida,2260,10.27,10.27
7345,2007,Chronic liver disease and cirrhosis,Georgia,686,7.68,7.68
7346,2007,Chronic liver disease and cirrhosis,Hawaii,112,7.5,7.5
7347,2007,Chronic liver disease and cirrhosis,Idaho,156,10.17,10.17
7348,2007,Chronic liver disease and cirrhosis,Illinois,1035,7.91,7.91
7349,2007,Chronic liver disease and cirrhosis,Indiana,489,7.24,7.24
7350,2007,Chronic liver disease and cirrhosis,Iowa,239,7.12,7.12
7351,2007,Chronic liver disease and cirrhosis,Kansas,230,7.76,7.76
7352,2007,Chronic liver disease and cirrhosis,Kentucky,390,8.47,8.47
7353,2007,Chronic liver disease and cirrhosis,Louisiana,357,7.8,7.8
7354,2007,Chronic liver disease and cirrhosis,Maine,156,9.46,9.46
7355,2007,Chronic liver disease and cirrhosis,Maryland,447,7.38,7.38
7356,2007,Chronic liver disease and cirrhosis,Massachusetts,609,8.38,8.38
7357,2007,Chronic liver disease and cirrhosis,Michigan,1008,9.14,9.14
7358,2007,Chronic liver disease and cirrhosis,Minnesota,379,6.88,6.88
7359,2007,Chronic liver disease and cirrhosis,Mississippi,263,8.73,8.73
7360,2007,Chronic liver disease and cirrhosis,Missouri,433,6.66,6.66
7361,2007,Chronic liver disease and cirrhosis,Montana,138,12.43,12.43
7362,2007,Chronic liver disease and cirrhosis,Nebraska,116,6.25,6.25
7363,2007,Chronic liver disease and cirrhosis,Nevada,268,9.82,9.82
7364,2007,Chronic liver disease and cirrhosis,New Hampshire,116,7.73,7.73
7365,2007,Chronic liver disease and cirrhosis,New Jersey,646,6.71,6.71
7366,2007,Chronic liver disease and cirrhosis,New Mexico,372,17.97,17.97
7367,2007,Chronic liver disease and cirrhosis,New York,1308,6.27,6.27
7368,2007,Chronic liver disease and cirrhosis,North Carolina,888,9.12,9.12
7369,2007,Chronic liver disease and cirrhosis,North Dakota,43,6.1,6.1
7370,2007,Chronic liver disease and cirrhosis,Ohio,1152,8.98,8.98
7371,2007,Chronic liver disease and cirrhosis,Oklahoma,505,13.05,13.05
7372,2007,Chronic liver disease and cirrhosis,Oregon,466,11.19,11.19
7373,2007,Chronic liver disease and cirrhosis,Pennsylvania,1084,7.3,7.3
7374,2007,Chronic liver disease and cirrhosis,Rhode Island,119,9.87,9.87
7375,2007,Chronic liver disease and cirrhosis,South Carolina,512,10.43,10.43
7376,2007,Chronic liver disease and cirrhosis,South Dakota,95,11.39,11.39
7377,2007,Chronic liver disease and cirrhosis,Tennessee,629,9.18,9.18
7378,2007,Chronic liver disease and cirrhosis,Texas,2535,11.38,11.38
7380,2007,Chronic liver disease and cirrhosis,Utah,142,6.66,6.66
7381,2007,Chronic liver disease and cirrhosis,Vermont,54,7.05,7.05
7382,2007,Chronic liver disease and cirrhosis,Virginia,613,7.46,7.46
7383,2007,Chronic liver disease and cirrhosis,Washington,661,9.54,9.54
7384,2007,Chronic liver disease and cirrhosis,West Virginia,273,12.16,12.16
7385,2007,Chronic liver disease and cirrhosis,Wisconsin,487,7.86,7.86
7386,2007,Chronic liver disease and cirrhosis,Wyoming,86,15.18,15.18
7387,2007,Chronic Respiratory Disease,Alabama,2530,51.32,51.32
7388,2007,Chronic Respiratory Disease,Alaska,175,45.47,45.47
7389,2007,Chronic Respiratory Disease,Arizona,2686,42.94,42.94
7390,2007,Chronic Respiratory Disease,Arkansas,1656,52.58,52.58
7391,2007,Chronic Respiratory Disease,California,12532,38.28,38.28
7392,2007,Chronic Respiratory Disease,Colorado,2002,49.36,49.36
7393,2007,Chronic Respiratory Disease,Connecticut,1353,32.29,32.29
7394,2007,Chronic Respiratory Disease,Delaware,379,40.51,40.51
7395,2007,Chronic Respiratory Disease,District of Columbia,129,23.51,23.51
7396,2007,Chronic Respiratory Disease,Florida,9357,38.61,38.61
7397,2007,Chronic Respiratory Disease,Georgia,3384,45.12,45.12
7398,2007,Chronic Respiratory Disease,Hawaii,299,19.93,19.93
7399,2007,Chronic Respiratory Disease,Idaho,666,47.09,47.09
7400,2007,Chronic Respiratory Disease,Illinois,4742,37.01,37.01
7401,2007,Chronic Respiratory Disease,Indiana,3227,49.25,49.25
7402,2007,Chronic Respiratory Disease,Iowa,1660,44.59,44.59
7403,2007,Chronic Respiratory Disease,Kansas,1476,48.6,48.6
7404,2007,Chronic Respiratory Disease,Kentucky,2629,59.89,59.89
7405,2007,Chronic Respiratory Disease,Louisiana,1685,40.03,40.03
7406,2007,Chronic Respiratory Disease,Maine,728,44.46,44.46
7407,2007,Chronic Respiratory Disease,Maryland,1901,35.16,35.16
7408,2007,Chronic Respiratory Disease,Massachusetts,2332,31.6,31.6
7409,2007,Chronic Respiratory Disease,Michigan,4624,43.41,43.41
7410,2007,Chronic Respiratory Disease,Minnesota,1758,32.52,32.52
7411,2007,Chronic Respiratory Disease,Mississippi,1408,48.74,48.74
7412,2007,Chronic Respiratory Disease,Missouri,3081,47.58,47.58
7413,2007,Chronic Respiratory Disease,Montana,604,54.67,54.67
7414,2007,Chronic Respiratory Disease,Nebraska,919,45.85,45.85
7415,2007,Chronic Respiratory Disease,Nevada,1050,48.87,48.87
7416,2007,Chronic Respiratory Disease,New Hampshire,611,44.15,44.15
7417,2007,Chronic Respiratory Disease,New Jersey,2991,31.35,31.35
7418,2007,Chronic Respiratory Disease,New Mexico,884,45.06,45.06
7419,2007,Chronic Respiratory Disease,New York,6561,31.26,31.26
7420,2007,Chronic Respiratory Disease,North Carolina,4231,46.89,46.89
7421,2007,Chronic Respiratory Disease,North Dakota,265,32.69,32.69
7422,2007,Chronic Respiratory Disease,Ohio,6454,50.35,50.35
7423,2007,Chronic Respiratory Disease,Oklahoma,2386,62.06,62.06
7424,2007,Chronic Respiratory Disease,Oregon,1892,46.14,46.14
7425,2007,Chronic Respiratory Disease,Pennsylvania,6077,38.08,38.08
7426,2007,Chronic Respiratory Disease,Rhode Island,421,32.46,32.46
7427,2007,Chronic Respiratory Disease,South Carolina,2036,44.94,44.94
7428,2007,Chronic Respiratory Disease,South Dakota,457,47.97,47.97
7429,2007,Chronic Respiratory Disease,Tennessee,3167,50.02,50.02
7430,2007,Chronic Respiratory Disease,Texas,8107,42.19,42.19
7432,2007,Chronic Respiratory Disease,Utah,617,33.2,33.2
7433,2007,Chronic Respiratory Disease,Vermont,316,45.01,45.01
7434,2007,Chronic Respiratory Disease,Virginia,2770,38.27,38.27
7435,2007,Chronic Respiratory Disease,Washington,2684,42.78,42.78
7436,2007,Chronic Respiratory Disease,West Virginia,1331,58.28,58.28
7437,2007,Chronic Respiratory Disease,Wisconsin,2399,38.59,38.59
7438,2007,Chronic Respiratory Disease,Wyoming,295,56.7,56.7
7439,2007,Diabetes,Alabama,1313,26.44,26.44
7440,2007,Diabetes,Alaska,105,24.09,24.09
7441,2007,Diabetes,Arizona,1159,18.28,18.28
7442,2007,Diabetes,Arkansas,838,26.84,26.84
7443,2007,Diabetes,California,7413,22.15,22.15
7444,2007,Diabetes,Colorado,710,16.78,16.78
7445,2007,Diabetes,Connecticut,646,15.51,15.51
7446,2007,Diabetes,Delaware,223,23.59,23.59
7447,2007,Diabetes,District of Columbia,152,26.58,26.58
7448,2007,Diabetes,Florida,5110,21.69,21.69
7449,2007,Diabetes,Georgia,1604,20.0,20.0
7450,2007,Diabetes,Hawaii,291,18.98,18.98
7451,2007,Diabetes,Idaho,331,22.94,22.94
7452,2007,Diabetes,Illinois,2851,21.99,21.99
7453,2007,Diabetes,Indiana,1564,23.49,23.49
7454,2007,Diabetes,Iowa,767,20.6,20.6
7455,2007,Diabetes,Kansas,702,22.79,22.79
7456,2007,Diabetes,Kentucky,1091,24.41,24.41
7457,2007,Diabetes,Louisiana,1437,33.45,33.45
7458,2007,Diabetes,Maine,355,21.81,21.81
7459,2007,Diabetes,Maryland,1301,23.36,23.36
7460,2007,Diabetes,Massachusetts,1222,16.61,16.61
7461,2007,Diabetes,Michigan,2826,26.25,26.25
7462,2007,Diabetes,Minnesota,1084,19.58,19.58
7463,2007,Diabetes,Mississippi,654,22.1,22.1
7464,2007,Diabetes,Missouri,1444,22.35,22.35
7465,2007,Diabetes,Montana,258,23.04,23.04
7466,2007,Diabetes,Nebraska,472,23.44,23.44
7467,2007,Diabetes,Nevada,312,12.96,12.96
7468,2007,Diabetes,New Hampshire,280,20.17,20.17
7469,2007,Diabetes,New Jersey,2329,24.41,24.41
7470,2007,Diabetes,New Mexico,673,33.15,33.15
7471,2007,Diabetes,New York,3715,17.73,17.73
7472,2007,Diabetes,North Carolina,2156,23.33,23.33
7473,2007,Diabetes,North Dakota,226,28.07,28.07
7474,2007,Diabetes,Ohio,3722,28.96,28.96
7475,2007,Diabetes,Oklahoma,1148,29.8,29.8
7476,2007,Diabetes,Oregon,1113,27.03,27.03
7477,2007,Diabetes,Pennsylvania,3442,21.92,21.92
7478,2007,Diabetes,Rhode Island,248,19.13,19.13
7479,2007,Diabetes,South Carolina,1231,26.73,26.73
7480,2007,Diabetes,South Dakota,247,26.12,26.12
7481,2007,Diabetes,Tennessee,1700,26.66,26.66
7482,2007,Diabetes,Texas,5109,25.3,25.3
7484,2007,Diabetes,Utah,548,28.78,28.78
7485,2007,Diabetes,Vermont,170,24.43,24.43
7486,2007,Diabetes,Virginia,1507,19.95,19.95
7487,2007,Diabetes,Washington,1508,23.46,23.46
7488,2007,Diabetes,West Virginia,800,35.23,35.23
7489,2007,Diabetes,Wisconsin,1136,18.28,18.28
7490,2007,Diabetes,Wyoming,139,26.33,26.33
7491,2007,Diseases of Heart,Alabama,11926,244.95,48.687487242294345
7492,2007,Diseases of Heart,Alaska,613,154.17,3.9761302458325227
7493,2007,Diseases of Heart,Arizona,10302,166.03,62.049027284225744
7494,2007,Diseases of Heart,Arkansas,7214,230.09,31.352948846103697
7496,2007,Diseases of Heart,Colorado,6106,146.98,41.543067083957006
7497,2007,Diseases of Heart,Connecticut,7289,167.35,43.55542276665671
7498,2007,Diseases of Heart,Delaware,1914,205.11,9.331578177563259
7499,2007,Diseases of Heart,District of Columbia,1434,253.59,5.6547971134508455
7502,2007,Diseases of Heart,Hawaii,2227,146.71,15.179606025492467
7503,2007,Diseases of Heart,Idaho,2433,167.85,14.49508489722967
7505,2007,Diseases of Heart,Indiana,13682,205.93,66.44005244500558
7506,2007,Diseases of Heart,Iowa,6880,177.21,38.8239941312567
7507,2007,Diseases of Heart,Kansas,5749,180.78,31.801084190729064
7508,2007,Diseases of Heart,Kentucky,9916,227.02,43.678971015769534
7509,2007,Diseases of Heart,Louisiana,9947,234.88,42.349284741144416
7510,2007,Diseases of Heart,Maine,2852,172.96,16.48936170212766
7511,2007,Diseases of Heart,Maryland,11314,203.02,55.72849965520638
7514,2007,Diseases of Heart,Minnesota,7477,130.71,57.202968403335625
7515,2007,Diseases of Heart,Mississippi,8037,278.47,28.86127769598161
7516,2007,Diseases of Heart,Missouri,14338,218.94,65.48826162418928
7517,2007,Diseases of Heart,Montana,1870,164.48,11.369163424124514
7518,2007,Diseases of Heart,Nebraska,3520,168.08,20.94240837696335
7519,2007,Diseases of Heart,Nevada,4591,205.64,22.325423069441744
7520,2007,Diseases of Heart,New Hampshire,2511,176.89,14.195262592571655
7522,2007,Diseases of Heart,New Mexico,3305,167.17,19.77029371298678
7525,2007,Diseases of Heart,North Dakota,1414,165.92,8.522179363548698
7527,2007,Diseases of Heart,Oklahoma,9602,251.14,38.23365453531895
7528,2007,Diseases of Heart,Oregon,6655,157.56,42.237877633917236
7530,2007,Diseases of Heart,Rhode Island,2751,203.04,13.54905437352246
7531,2007,Diseases of Heart,South Carolina,8992,199.91,44.980241108498824
7532,2007,Diseases of Heart,South Dakota,1633,164.85,9.905975128905066
7533,2007,Diseases of Heart,Tennessee,14280,227.24,62.84104911107199
7535,2007,Diseases of Heart,Utah,2980,160.96,18.513916500994036
7536,2007,Diseases of Heart,Vermont,1166,162.39,7.1802450889833125
7538,2007,Diseases of Heart,Washington,11037,170.13,64.87391994357256
7539,2007,Diseases of Heart,West Virginia,5208,232.49,22.400963482300313
7540,2007,Diseases of Heart,Wisconsin,11110,172.74,64.31631353479217
7541,2007,Diseases of Heart,Wyoming,957,180.44,5.303702061627134
7543,2007,Essential hypertension,Alabama,475,9.75,9.75
7545,2007,Essential hypertension,Arizona,397,6.49,6.49
7546,2007,Essential hypertension,Arkansas,257,8.25,8.25
7547,2007,Essential hypertension,California,3193,9.56,9.56
7548,2007,Essential hypertension,Colorado,217,5.35,5.35
7549,2007,Essential hypertension,Connecticut,300,6.8,6.8
7550,2007,Essential hypertension,Delaware,46,5.0,5.0
7551,2007,Essential hypertension,District of Columbia,63,11.27,11.27
7552,2007,Essential hypertension,Florida,1716,7.14,7.14
7553,2007,Essential hypertension,Georgia,934,12.05,12.05
7554,2007,Essential hypertension,Hawaii,102,6.59,6.59
7555,2007,Essential hypertension,Idaho,71,4.91,4.91
7556,2007,Essential hypertension,Illinois,856,6.44,6.44
7557,2007,Essential hypertension,Indiana,517,7.76,7.76
7558,2007,Essential hypertension,Iowa,253,6.3,6.3
7559,2007,Essential hypertension,Kansas,173,5.29,5.29
7560,2007,Essential hypertension,Kentucky,294,6.86,6.86
7561,2007,Essential hypertension,Louisiana,395,9.34,9.34
7562,2007,Essential hypertension,Maine,74,4.42,4.42
7563,2007,Essential hypertension,Maryland,411,7.39,7.39
7564,2007,Essential hypertension,Massachusetts,458,5.91,5.91
7565,2007,Essential hypertension,Michigan,773,7.12,7.12
7566,2007,Essential hypertension,Minnesota,407,7.04,7.04
7567,2007,Essential hypertension,Mississippi,438,15.23,15.23
7568,2007,Essential hypertension,Missouri,404,6.14,6.14
7569,2007,Essential hypertension,Montana,74,6.4,6.4
7570,2007,Essential hypertension,Nebraska,186,8.65,8.65
7571,2007,Essential hypertension,Nevada,129,6.2,6.2
7572,2007,Essential hypertension,New Hampshire,69,4.87,4.87
7573,2007,Essential hypertension,New Jersey,595,6.07,6.07
7574,2007,Essential hypertension,New Mexico,99,5.11,5.11
7575,2007,Essential hypertension,New York,1645,7.65,7.65
7576,2007,Essential hypertension,North Carolina,680,7.61,7.61
7577,2007,Essential hypertension,North Dakota,72,8.2,8.2
7578,2007,Essential hypertension,Ohio,1211,9.3,9.3
7579,2007,Essential hypertension,Oklahoma,245,6.49,6.49
7580,2007,Essential hypertension,Oregon,356,8.32,8.32
7581,2007,Essential hypertension,Pennsylvania,996,6.06,6.06
7582,2007,Essential hypertension,Rhode Island,59,4.37,4.37
7583,2007,Essential hypertension,South Carolina,406,9.12,9.12
7584,2007,Essential hypertension,South Dakota,69,6.69,6.69
7585,2007,Essential hypertension,Tennessee,528,8.54,8.54
7586,2007,Essential hypertension,Texas,1515,7.92,7.92
7588,2007,Essential hypertension,Utah,138,7.56,7.56
